GeneId	logFC	logCPM	LR	PValue	FDR	RefSeq	Gene_Symbol
MYH11_NM_001040114	0.279781687	2.048413236	0.333173681	0.563796259	0.999752564	NM_001040114	MYH11
RNF13_NM_183381	0.195877638	4.157559968	0.333127436	0.563823318	0.999752564	NM_183381	RNF13
RSG1_NM_030907	-0.36958359	0.754543863	0.333107594	0.563834928	0.999752564	NM_030907	RSG1
LOC100506233_NR_038903	-0.394131979	0.234010665	0.332983023	0.563907833	0.999752564	NR_038903	LOC100506233
ARHGAP11B_NM_001039841	-0.378036581	0.922660529	0.332977032	0.56391134	0.999752564	NM_001039841	ARHGAP11B
OSBPL6_NM_032523	0.308113441	2.686777982	0.332559326	0.564155936	0.999752564	NM_032523	OSBPL6
EXOC7_NM_001013839	-0.172339762	6.431821304	0.332550904	0.56416087	0.999752564	NM_001013839	EXOC7
GTPBP3_NM_001128855	0.343447146	1.099010731	0.332526091	0.564175406	0.999752564	NM_001128855	GTPBP3
U2AF1_NM_006758	0.168298478	5.678787435	0.332497416	0.564192206	0.999752564	NM_006758	U2AF1
RAB43_NM_001204883	-0.206903105	3.657299727	0.332488748	0.564197285	0.999752564	NM_001204883	RAB43
TFDP2_NM_001178138	-0.1918693	4.153924816	0.332454643	0.564217268	0.999752564	NM_001178138	TFDP2
CCDC117_NM_173510	0.20963118	3.499198341	0.332377549	0.564262443	0.999752564	NM_173510	CCDC117
CHD1L_NM_001256338	0.192418815	4.60540894	0.332356008	0.564275068	0.999752564	NM_001256338	CHD1L
SENP8_NM_145204	0.402255922	0.071889256	0.332269121	0.564325992	0.999752564	NM_145204	SENP8
LGALS9_NM_009587	-0.37763969	2.782256945	0.332268803	0.564326179	0.999752564	NM_009587	LGALS9
C2_NM_001178063	0.455169819	0.314939572	0.332264182	0.564328888	0.999752564	NM_001178063	C2
SCMH1_NM_001031694	-0.184521858	4.394643482	0.332258098	0.564332454	0.999752564	NM_001031694	SCMH1
MYH11_NM_002474	0.27938131	2.048293021	0.332233662	0.564346778	0.999752564	NM_002474	MYH11
GLMN_NM_053274	0.26849095	2.220294674	0.332155121	0.564392822	0.999752564	NM_053274	GLMN
REV1_NM_001037872	-0.21045723	3.480240636	0.332123515	0.564411353	0.999752564	NM_001037872	REV1
TXN_NM_003329	0.186443606	7.462996053	0.332016038	0.564474377	0.999752564	NM_003329	TXN
RNF14_NM_183398	0.179449312	4.813269767	0.332013421	0.564475911	0.999752564	NM_183398	RNF14
TRIM73_NM_198924	-0.224760186	3.172984298	0.332006507	0.564479966	0.999752564	NM_198924	TRIM73
TRIM74_NM_198853	-0.224760185	3.172984298	0.332002721	0.564482186	0.999752564	NM_198853	TRIM74
KLF12_NM_007249	0.231525531	3.287192352	0.331964264	0.564504741	0.999752564	NM_007249	KLF12
MKNK2_NM_199054	0.193432197	5.295585804	0.331949533	0.564513381	0.999752564	NM_199054	MKNK2
EP400_NM_015409	-0.180309006	4.695982841	0.331927156	0.564526506	0.999752564	NM_015409	EP400
TES_NM_015641	-0.232179252	4.373627186	0.33185206	0.564570558	0.999752564	NM_015641	TES
AGPAT9_NM_001256422	-0.570869094	-0.244816522	0.331702389	0.564658375	0.999752564	NM_001256422	AGPAT9
GTPBP3_NM_032620	0.341811366	1.122097567	0.331560546	0.564741624	0.999752564	NM_032620	GTPBP3
MAN2C1_NM_001256495	-0.204767826	4.282445251	0.33146469	0.564797896	0.999752564	NM_001256495	MAN2C1
SGTB_NM_019072	0.205599001	3.892702984	0.331418879	0.564824793	0.999752564	NM_019072	SGTB
INTS4L1_NR_027393	0.354420933	0.797215419	0.331294326	0.564897934	0.999752564	NR_027393	INTS4L1
ABHD16A_NM_001177515_6	-0.191931582	4.015736447	0.331094718	0.565015188	0.999752564	NM_001177515_6	ABHD16A
ZNF829_NM_001037232	0.386477161	0.625203686	0.331075333	0.565026578	0.999752564	NM_001037232	ZNF829
TFDP2_NM_001178141	-0.195061291	4.02363625	0.330965902	0.565090883	0.999752564	NM_001178141	TFDP2
TFDP2_NM_001178142	-0.198433514	3.922566226	0.330965881	0.565090895	0.999752564	NM_001178142	TFDP2
TES_NM_152829	-0.232042442	4.344215808	0.330873753	0.565145043	0.999752564	NM_152829	TES
REV1_NM_016316	-0.210103334	3.480559539	0.330769296	0.565206449	0.999752564	NM_016316	REV1
NSMAF_NM_001144772	0.169608792	5.997249023	0.330742461	0.565222227	0.999752564	NM_001144772	NSMAF
NEK8_NM_178170	-0.355294764	0.83045442	0.33058438	0.565315186	0.999752564	NM_178170	NEK8
SNORD37_NR_002602	-0.172506315	5.705182091	0.330567372	0.56532519	0.999752564	NR_002602	SNORD37
CLPP_NM_006012	0.186371983	4.572093367	0.330560502	0.565329231	0.999752564	NM_006012	CLPP
PPP2R5C_NM_178587	0.179871438	4.778134352	0.330524407	0.565350461	0.999752564	NM_178587	PPP2R5C
EXOC7_NM_001145298	-0.171822275	6.430071857	0.33050381	0.565362577	0.999752564	NM_001145298	EXOC7
ARMC1_NM_018120	0.197145057	3.941923987	0.330475211	0.5653794	0.999752564	NM_018120	ARMC1
SLC6A6_NM_001134368	-0.367258322	0.971831942	0.330363289	0.565445248	0.999752564	NM_001134368	SLC6A6
PPP1R8_NM_014110	0.1802575	4.379419696	0.330168598	0.565559828	0.999752564	NM_014110	PPP1R8
PCBD1_NM_000281	-0.238775806	3.552940322	0.330098583	0.565601045	0.999752564	NM_000281	PCBD1
DMD_NM_004006	-0.47279713	1.072598793	0.330074187	0.565615407	0.999752564	NM_004006	DMD
GPX4_NM_002085	0.198228957	7.846673303	0.330023393	0.565645314	0.999752564	NM_002085	GPX4
MIDN_NM_177401	-0.20329885	4.202385341	0.329969775	0.565676886	0.999752564	NM_177401	MIDN
SNHG7_NR_024542	-0.229926046	3.668611467	0.32974935	0.565806717	0.999752564	NR_024542	SNHG7
COMMD8_NM_017845	0.225631425	3.395635831	0.329646889	0.565867087	0.999752564	NM_017845	COMMD8
UTP15_NM_032175	0.25511306	2.53607994	0.329594401	0.565898017	0.999752564	NM_032175	UTP15
LMF1_NM_022773	-0.236210226	2.855280625	0.329394498	0.566015847	0.999752564	NM_022773	LMF1
PPP1R7_NM_002712	0.164245195	5.644845617	0.329233995	0.566110488	0.999752564	NM_002712	PPP1R7
FAM66C_NR_026788	-0.419611892	-0.083922929	0.329200367	0.566130321	0.999752564	NR_026788	FAM66C
ATP6V1G2-DDX39B_NR_037853_1	-0.173263043	6.586753001	0.329084724	0.566198533	0.999752564	NR_037853_1	ATP6V1G2-DDX39B
GPX4_NM_001039847	0.197992093	7.848632429	0.329074546	0.566204538	0.999752564	NM_001039847	GPX4
PTPMT1_NM_175732	0.181027008	4.416298466	0.328970098	0.566266162	0.999752564	NM_175732	PTPMT1
MAOA_NM_000240	0.51407596	0.571193875	0.328920387	0.566295496	0.999752564	NM_000240	MAOA
ATP5L_NM_006476	0.176062132	6.111360979	0.32891267	0.56630005	0.999752564	NM_006476	ATP5L
EXOC7_NM_001145297	-0.171593029	6.457304449	0.328862034	0.566329933	0.999752564	NM_001145297	EXOC7
TCEA2_NM_198723	-0.188787281	4.132120314	0.328854589	0.566334327	0.999752564	NM_198723	TCEA2
SENP8_NM_001172110	0.398302592	0.09226772	0.328820466	0.566354467	0.999752564	NM_001172110	SENP8
CD40_NM_001250	0.35506134	1.002964948	0.328784119	0.566375922	0.999752564	NM_001250	CD40
SENP8_NM_001172109	0.398302604	0.092267717	0.328758549	0.566391016	0.999752564	NM_001172109	SENP8
AMPD2_NM_004037	-0.178453494	5.055711874	0.328730123	0.566407796	0.999752564	NM_004037	AMPD2
SLC35F5_NM_025181	0.174143862	5.292759425	0.328715927	0.566416177	0.999752564	NM_025181	SLC35F5
EXOC3_NM_007277	-0.179291046	4.774907609	0.328708405	0.566420618	0.999752564	NM_007277	EXOC3
BTBD10_NM_032320	0.206023407	3.760463874	0.328691793	0.566430425	0.999752564	NM_032320	BTBD10
APOBEC3F_NM_001006666	0.230453977	3.165797872	0.328686751	0.566433402	0.999752564	NM_001006666	APOBEC3F
VKORC1_NM_024006	0.167760133	6.318915655	0.32853599	0.566522425	0.999752564	NM_024006	VKORC1
ZFHX3_NM_006885	0.241430356	2.918768481	0.328509998	0.566537775	0.999752564	NM_006885	ZFHX3
OMD_NM_005014	0.422955105	0.346678185	0.328506626	0.566539767	0.999752564	NM_005014	OMD
RNF146_NM_001242844	0.21202636	3.347748104	0.328506131	0.566540059	0.999752564	NM_001242844	RNF146
AMPD2_NM_203404	-0.178478873	4.979051145	0.328489319	0.566549989	0.999752564	NM_203404	AMPD2
ADAMTS2_NM_021599	0.199809918	5.030623064	0.328378082	0.566615696	0.999752564	NM_021599	ADAMTS2
WIBG_NM_032345	0.228480381	3.003110732	0.328350907	0.566631751	0.999752564	NM_032345	WIBG
ABI1_NM_001178116	0.176945002	5.046370703	0.328175891	0.566735169	0.999752564	NM_001178116	ABI1
EXOSC1_NM_016046	0.194073669	4.028185295	0.328121274	0.56676745	0.999752564	NM_016046	EXOSC1
NME1-NME2_NM_001018136	0.201660007	8.633237013	0.328096248	0.566782243	0.999752564	NM_001018136	NME1-NME2
CD40_NM_152854	0.35874315	0.895706182	0.328090402	0.566785698	0.999752564	NM_152854	CD40
SNPH_NM_014723	-0.266506657	2.337038845	0.328078915	0.566792488	0.999752564	NM_014723	SNPH
RNF146_NM_030963	0.212615432	3.319168072	0.32804957	0.566809835	0.999752564	NM_030963	RNF146
DYNC1H1_NM_001376	-0.187307757	7.71059263	0.328023621	0.566825176	0.999752564	NM_001376	DYNC1H1
EXOC7_NM_001145299	-0.171408701	6.457152999	0.327948757	0.566869438	0.999752564	NM_001145299	EXOC7
LOC646214_NR_027053	0.333007317	1.17757811	0.327859541	0.566922195	0.999752564	NR_027053	LOC646214
ZFX_NM_001178095	-0.232086368	2.838454346	0.327665506	0.567036967	0.999752564	NM_001178095	ZFX
C12orf66_NM_152440	0.393107989	0.134647319	0.327520893	0.567122535	0.999752564	NM_152440	C12orf66
FAM98B_NM_001042429	0.218825555	3.351154478	0.32749425	0.567138303	0.999752564	NM_001042429	FAM98B
MBTD1_NM_017643	-0.30871158	1.573866544	0.327396904	0.567195921	0.999752564	NM_017643	MBTD1
HLA-E_NM_005516	0.185901358	7.195565855	0.327369887	0.567211914	0.999752564	NM_005516	HLA-E
DTNB_NM_001256304	0.303708077	1.653217416	0.327366511	0.567213912	0.999752564	NM_001256304	DTNB
PIGH_NM_004569	0.304090222	1.496993183	0.327270657	0.567270661	0.999752564	NM_004569	PIGH
FGFR1OP2_NM_001171888	0.220465169	3.125376501	0.327224137	0.567298206	0.999752564	NM_001171888	FGFR1OP2
TCP11L2_NM_152772	-0.300272457	1.955852222	0.327173485	0.567328202	0.999752564	NM_152772	TCP11L2
AP4B1_NM_001253853	0.244041048	2.58150784	0.326908498	0.567485172	0.999752564	NM_001253853	AP4B1
DMD_NM_004009	-0.470011142	1.068915874	0.326903061	0.567488394	0.999752564	NM_004009	DMD
DMD_NM_004010	-0.470011141	1.068915875	0.326894024	0.567493749	0.999752564	NM_004010	DMD
ZFX_NM_001178084	-0.231767751	2.837738706	0.326742766	0.567583389	0.999752564	NM_001178084	ZFX
MEPCE_NM_019606	0.195994017	4.039071688	0.3267256	0.567593564	0.999752564	NM_019606	MEPCE
COTL1_NM_021149	0.210549109	6.860596603	0.326653185	0.567636492	0.999752564	NM_021149	COTL1
EPHB6_NM_004445	0.334618168	2.008400669	0.326397645	0.567788024	0.999752564	NM_004445	EPHB6
DLG4_NM_001365	-0.212408708	3.264936729	0.32636254	0.567808847	0.999752564	NM_001365	DLG4
ANPEP_NM_001150	0.222571067	8.279051859	0.326326036	0.567830502	0.999752564	NM_001150	ANPEP
TMEM120B_NM_001080825	-0.235806467	2.809732609	0.32626962	0.567863972	0.999752564	NM_001080825	TMEM120B
SLC25A37_NM_016612	-0.293847519	1.773096937	0.326083173	0.567974611	0.999752564	NM_016612	SLC25A37
ZBTB10_NM_023929	-0.279899214	1.97310602	0.326071224	0.567981703	0.999752564	NM_023929	ZBTB10
TNIP2_NM_001161527	0.192242414	3.976228063	0.325999543	0.568024252	0.999752564	NM_001161527	TNIP2
CHRNE_NM_000080	0.370469916	0.690916002	0.325862761	0.56810546	0.999752564	NM_000080	CHRNE
UQCR10_NM_001003684	0.188171939	4.305336616	0.325787825	0.56814996	0.999752564	NM_001003684	UQCR10
CAB39L_NM_001079670	0.222110762	3.070282763	0.325685402	0.568210793	0.999752564	NM_001079670	CAB39L
METTL18_NM_033418	0.383912189	0.425442652	0.325677875	0.568215264	0.999752564	NM_033418	METTL18
GTPBP3_NM_001195422	0.339897577	1.095671198	0.325568884	0.568280013	0.999752564	NM_001195422	GTPBP3
HNRNPH1_NM_005520	0.184454486	6.011501611	0.325555187	0.568288151	0.999752564	NM_005520	HNRNPH1
DMD_NM_004007	-0.468864683	1.068570751	0.325359447	0.568404476	0.999752564	NM_004007	DMD
DMD_NM_000109	-0.46886468	1.068570753	0.325328989	0.568422581	0.999752564	NM_000109	DMD
FAM213A_NM_025125	-0.234490956	2.729441984	0.32531506	0.568430861	0.999752564	NM_025125	FAM213A
MRPS16_NM_016065	0.170571269	5.249411231	0.325243445	0.568473435	0.999752564	NM_016065	MRPS16
ZBTB10_NM_001105539	-0.277892442	1.989948042	0.325228623	0.568482248	0.999752564	NM_001105539	ZBTB10
HAUS4_NM_001166270	0.187560117	4.088693098	0.325221155	0.568486688	0.999752564	NM_001166270	HAUS4
CASK_NM_003688	-0.19782461	4.197310028	0.325050249	0.56858832	0.999752564	NM_003688	CASK
PDE1A_NM_005019	0.449195832	1.671377989	0.325034156	0.568597892	0.999752564	NM_005019	PDE1A
C14orf167_NR_023922	0.208551303	3.450262893	0.324881047	0.568688975	0.999752564	NR_023922	C14orf167
C22orf23_NM_001207062	-0.275840707	2.06297421	0.324841765	0.568712347	0.999752564	NM_001207062	C22orf23
C7orf31_NM_138811	0.419996493	0.288045544	0.324690616	0.568802298	0.999752564	NM_138811	C7orf31
NFYC_NM_001142589	0.203403538	3.611419771	0.324412828	0.568967687	0.999752564	NM_001142589	NFYC
RBM4_NM_001198843	-0.182329594	4.621110942	0.324380058	0.568987204	0.999752564	NM_001198843	RBM4
TONSL_NM_013432	0.315289781	1.911773059	0.324212506	0.569087013	0.999752564	NM_013432	TONSL
GPX4_NM_001039848	0.196485543	7.850593262	0.324146834	0.569126142	0.999752564	NM_001039848	GPX4
C2orf42_NM_017880	0.263033146	2.218693095	0.324033788	0.569193511	0.999752564	NM_017880	C2orf42
RNF146_NM_001242852	0.210871556	3.329447993	0.323855475	0.569299806	0.999752564	NM_001242852	RNF146
SLC35C2_NM_173073	-0.176480334	4.615590066	0.323825127	0.569317901	0.999752564	NM_173073	SLC35C2
C14orf119_NM_017924	0.173735834	5.060882656	0.323722675	0.569378996	0.999752564	NM_017924	C14orf119
SLC27A3_NM_024330	-0.308297719	1.766359619	0.323698356	0.569393499	0.999752564	NM_024330	SLC27A3
CD36_NM_001127444	0.448698465	-0.00838266	0.323672049	0.56940919	0.999752564	NM_001127444	CD36
PCTP_NM_021213	0.265190646	2.097243991	0.323568446	0.56947099	0.999752564	NM_021213	PCTP
SPEF2_NM_024867	-0.391734679	0.210211577	0.323383108	0.569581579	0.999752564	NM_024867	SPEF2
PFKFB2_NM_006212	-0.289151307	1.856029594	0.32338024	0.569583291	0.999752564	NM_006212	PFKFB2
SORBS2_NM_001145675	0.457824532	1.242513545	0.323378542	0.569584304	0.999752564	NM_001145675	SORBS2
PCCA_NM_001178004	-0.230737927	2.906734278	0.323361657	0.569594382	0.999752564	NM_001178004	PCCA
ZNF195_NM_001242842	0.330966071	1.138136309	0.323344673	0.569604518	0.999752564	NM_001242842	ZNF195
SCMH1_NM_001172221	-0.184232154	4.324826695	0.323307182	0.569626895	0.999752564	NM_001172221	SCMH1
MRPS22_NM_020191	0.180701845	4.429498697	0.323206088	0.569687244	0.999752564	NM_020191	MRPS22
PML_NM_002675	-0.19892283	4.332669476	0.323083248	0.569760591	0.999752564	NM_002675	PML
EGFR_NM_201283	0.276661679	2.194667171	0.32306046	0.5697742	0.999752564	NM_201283	EGFR
SASS6_NM_194292	0.401984523	0.451037636	0.323031207	0.56979167	0.999752564	NM_194292	SASS6
TPR_NM_003292	0.185699825	5.555393676	0.323029013	0.56979298	0.999752564	NM_003292	TPR
ZNF195_NM_001242843	0.334155297	1.064546873	0.323026274	0.569794616	0.999752564	NM_001242843	ZNF195
TRPT1_NM_031472	-0.21343221	3.236440883	0.322977476	0.569823761	0.999752564	NM_031472	TRPT1
KCNJ8_NM_004982	-0.478971135	1.109021466	0.32280908	0.569924361	0.999752564	NM_004982	KCNJ8
KIAA1432_NM_001135920	-0.206767859	3.623357454	0.32269758	0.56999099	0.999752564	NM_001135920	KIAA1432
FAM118A_NM_017911	-0.258335344	2.373264591	0.322653035	0.570017613	0.999752564	NM_017911	FAM118A
TRPT1_NM_001160389	-0.21124051	3.342357208	0.322614306	0.570040762	0.999752564	NM_001160389	TRPT1
TMED7-TICAM2_NM_001164468	0.183130413	4.384925097	0.322451249	0.570138245	0.999752564	NM_001164468	TMED7-TICAM2
PAK2_NM_002577	0.160750321	5.620614338	0.322387611	0.570176299	0.999752564	NM_002577	PAK2
MMP24_NM_006690	0.205334539	3.570039844	0.322377874	0.570182122	0.999752564	NM_006690	MMP24
NIPSNAP1_NM_001202502	-0.185906989	4.85872248	0.322363949	0.570190449	0.999752564	NM_001202502	NIPSNAP1
OSBPL6_NM_001201482	0.304460436	2.655053819	0.322081126	0.570359641	0.999752564	NM_001201482	OSBPL6
RNF13_NM_007282	0.190921548	4.200520454	0.322010866	0.570401687	0.999752564	NM_007282	RNF13
ZFX_NM_001178086	-0.241061897	2.664670682	0.321752025	0.57055664	0.999752564	NM_001178086	ZFX
DTNB_NM_001256308	0.302092783	1.620594218	0.321737668	0.570565237	0.999752564	NM_001256308	DTNB
CCDC94_NM_018074	0.221491137	3.051104407	0.321661552	0.57061082	0.999752564	NM_018074	CCDC94
POP5_NM_015918	0.226374454	3.171561494	0.321550465	0.570677359	0.999752564	NM_015918	POP5
CD68_NM_001251	0.181949173	6.181471141	0.321544975	0.570680648	0.999752564	NM_001251	CD68
MMS19_NM_022362	-0.169786481	5.405254504	0.321522514	0.570694103	0.999752564	NM_022362	MMS19
WHAMMP2_NR_026589	-0.416902621	0.150844776	0.321411702	0.570760496	0.999752564	NR_026589	WHAMMP2
GPAM_NM_001244949	0.244182021	2.700388769	0.321117354	0.570936928	0.999752564	NM_001244949	GPAM
GPAM_NM_020918	0.244182019	2.700388734	0.320941413	0.571042439	0.999752564	NM_020918	GPAM
TRPT1_NM_001160390	-0.210529592	3.329919515	0.320940213	0.571043158	0.999752564	NM_001160390	TRPT1
DECR2_NM_020664	-0.220287851	3.39222794	0.320758999	0.571151871	0.999752564	NM_020664	DECR2
TXN_NM_001244938	0.179551269	7.120321391	0.320751189	0.571156557	0.999752564	NM_001244938	TXN
P4HB_NM_000918	-0.205505606	9.479683395	0.320731349	0.571168462	0.999752564	NM_000918	P4HB
TRPT1_NM_001033678	-0.21059226	3.342148297	0.32071524	0.571178129	0.999752564	NM_001033678	TRPT1
CASK_NM_001126055	-0.197854706	4.144757844	0.320643455	0.571221208	0.999752564	NM_001126055	CASK
NFYC_NM_001142588	0.19573208	3.812104129	0.320602111	0.571246023	0.999752564	NM_001142588	NFYC
RWDD4_NM_152682	0.212093638	3.369071885	0.320563662	0.571269101	0.999752564	NM_152682	RWDD4
POPDC3_NR_024539	-0.230138968	3.503582299	0.320548893	0.571277967	0.999752564	NR_024539	POPDC3
FAM118A_NM_001104595	-0.257612823	2.372249234	0.320545151	0.571280213	0.999752564	NM_001104595	FAM118A
C9orf46_NM_018465	0.228598545	3.126885636	0.320514832	0.571298414	0.999752564	NM_018465	C9orf46
OGN_NM_033014	0.436326575	-0.280519624	0.320488176	0.571314417	0.999752564	NM_033014	OGN
IRF2BP1_NM_015649	-0.222803651	2.926133857	0.320425759	0.571351892	0.999752564	NM_015649	IRF2BP1
OGN_NM_014057	0.436326626	-0.280519628	0.32041259	0.571359799	0.999752564	NM_014057	OGN
IL11_NM_000641	-0.482980985	0.586702813	0.320405765	0.571363897	0.999752564	NM_000641	IL11
SLC25A12_NM_003705	-0.197816548	3.69378602	0.32030122	0.571426679	0.999752564	NM_003705	SLC25A12
RPS15A_NM_001030009	0.208746685	8.564946739	0.320171815	0.571504408	0.999752564	NM_001030009	RPS15A
SCFD2_NM_152540	0.212903224	4.618665036	0.320110093	0.571541491	0.999752564	NM_152540	SCFD2
OSMR_NM_001168355	0.246167093	3.595383212	0.320107212	0.571543221	0.999752564	NM_001168355	OSMR
ABI1_NM_001178123	0.177360426	4.801101065	0.320093841	0.571551256	0.999752564	NM_001178123	ABI1
OSBPL6_NM_001201481	0.303608827	2.660218585	0.320068419	0.571566531	0.999752564	NM_001201481	OSBPL6
RNF14_NM_004290	0.1743996	4.93680378	0.320002633	0.571606062	0.999752564	NM_004290	RNF14
NDP_NM_000266	-0.481580832	-0.045384273	0.319925373	0.571652496	0.999752564	NM_000266	NDP
CASK_NM_001126054	-0.197292442	4.167914308	0.31986601	0.571688179	0.999752564	NM_001126054	CASK
PSMC1_NM_002802	0.201891526	3.651332669	0.319850321	0.57169761	0.999752564	NM_002802	PSMC1
NOVA1_NM_006491	-0.446898121	0.165550798	0.319662456	0.571810567	0.999752564	NM_006491	NOVA1
CCDC113_NM_001142302	-0.321144156	1.361791914	0.319613215	0.571840181	0.999752564	NM_001142302	CCDC113
TRIM11_NM_145214	0.238326003	2.65174052	0.319300307	0.572028439	0.999752564	NM_145214	TRIM11
RPS15A_NM_001019	0.208520136	8.575675927	0.319269316	0.57204709	0.999752564	NM_001019	RPS15A
NDUFC2-KCTD14_NM_001203262	0.20315446	3.685833153	0.319066197	0.572169368	0.999752564	NM_001203262	NDUFC2-KCTD14
NIPSNAP1_NM_003634	-0.185151666	4.882391073	0.318994803	0.572212359	0.999752564	NM_003634	NIPSNAP1
LOC100128164_NR_027622	-0.377090362	0.808898654	0.318976771	0.572223218	0.999752564	NR_027622	LOC100128164
PAG1_NM_018440	0.361138145	1.273901693	0.31895331	0.572237347	0.999752564	NM_018440	PAG1
NT5E_NM_001204813	0.199242223	6.744736636	0.31893765	0.572246779	0.999752564	NM_001204813	NT5E
YTHDC2_NM_022828	-0.211320623	3.276767683	0.318892144	0.572274188	0.999752564	NM_022828	YTHDC2
PRDM1_NM_001198	0.360037774	1.268523817	0.318752051	0.572358583	0.999752564	NM_001198	PRDM1
ABI1_NM_001178122	0.175288222	4.889169937	0.318742595	0.572364281	0.999752564	NM_001178122	ABI1
FAM104B_NM_001166703	0.299687289	1.548622439	0.318741836	0.572364738	0.999752564	NM_001166703	FAM104B
ABI1_NM_001012751	0.175596811	4.94412691	0.318624312	0.572435558	0.999752564	NM_001012751	ABI1
KHDC1_NM_001251874	0.386044497	0.610889995	0.318524566	0.572495678	0.999752564	NM_001251874	KHDC1
DPYD_NM_000110	0.189396794	4.966534893	0.318397985	0.572571992	0.999752564	NM_000110	DPYD
UPRT_NR_030774	0.26326971	2.060674621	0.318351209	0.572600197	0.999752564	NR_030774	UPRT
SEC23B_NM_001172745	0.184249891	4.605110291	0.318350228	0.572600789	0.999752564	NM_001172745	SEC23B
ABCC10_NM_033450	-0.224671874	2.950990692	0.318278172	0.572644242	0.999752564	NM_033450	ABCC10
RNF146_NM_001242846	0.209829484	3.311944178	0.318195908	0.57269386	0.999752564	NM_001242846	RNF146
TOE1_NM_025077	0.290004101	1.937149805	0.318069796	0.572769942	0.999752564	NM_025077	TOE1
MCFD2_NM_001171508	-0.169732245	6.54079996	0.318019994	0.572799992	0.999752564	NM_001171508	MCFD2
HAUS4_NM_017815	0.17943245	4.237423436	0.318007369	0.572807611	0.999752564	NM_017815	HAUS4
ABI1_NM_001178120	0.175350697	4.943958439	0.317975896	0.572826604	0.999752564	NM_001178120	ABI1
OTUD3_NM_015207	-0.361381875	0.817161656	0.317875391	0.572887264	0.999752564	NM_015207	OTUD3
LCOR_NM_001170765	-0.328639687	1.218520901	0.317869236	0.572890978	0.999752564	NM_001170765	LCOR
